Fake_Student_ID,Race,Ethnicity,Sex,LEP,HomeLanguage,SpEdFlag,TAGFlag,Econ_Disadvantage,Migrant,DyslexiaFlag
8657426,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657432,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657435,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657438,Hispanic,H,F,T,Spanish,F,F,F,N,F
8657441,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657444,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657450,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657456,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657462,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657465,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657471,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657474,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657477,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657480,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657483,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657486,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657495,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657498,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657501,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657504,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657507,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657516,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657519,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657522,Black or African American,N,M,F,English,F,F,T,N,F
8657528,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657531,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657534,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657540,Hispanic,H,M,F,English,F,F,T,N,T
8657543,Hispanic,H,F,F,English,F,F,T,N,F
8657546,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657549,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657552,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657555,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657558,Hispanic,H,M,F,English,F,T,T,N,F
8657564,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657567,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657576,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657579,Hispanic,H,M,F,English,T,F,T,N,F
8657585,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657591,Black or African American,N,F,F,English,F,F,T,N,F
8657594,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657597,Hispanic,H,F,T,Spanish,F,F,F,N,F
8657600,Hispanic,H,F,T,Spanish,T,F,T,N,T
8657606,Hispanic,H,F,F,Spanish,F,F,T,N,F
8657609,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657615,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657621,Hispanic,H,M,T,Spanish,F,F,F,N,F
8657624,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657627,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657636,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657642,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657645,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657651,Hispanic,H,M,F,English,F,F,F,N,F
8657654,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657657,Hispanic,H,M,F,English,F,F,T,N,F
8657666,Hispanic,H,F,F,Spanish,F,F,T,N,F
8657669,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657675,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657678,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657681,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657684,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657687,Hispanic,H,F,T,Spanish,F,T,F,N,F
8657693,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657696,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657699,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657705,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657708,Hispanic,H,M,T,Spanish,F,T,F,N,F
8657711,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657717,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657720,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657723,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657726,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657729,Hispanic,H,M,T,Spanish,T,F,T,N,F
8657735,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657738,Hispanic,H,F,F,Spanish,F,F,T,N,F
8657741,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657753,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657756,Hispanic,H,F,T,Spanish,F,F,F,N,F
8657759,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657765,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657771,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657774,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657777,Hispanic,H,F,T,Spanish,F,F,F,N,F
8657780,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657786,Hispanic,H,F,F,English,F,F,T,N,F
8657792,Black or African American,N,F,F,English,F,T,F,N,F
8657795,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657798,Hispanic,H,F,T,Spanish,F,T,T,N,F
8657801,Hispanic,H,M,T,Spanish,F,F,F,N,F
8657804,M Multi-Racial,N,F,F,English,F,F,T,N,F
8657807,Hispanic,H,M,T,English,F,F,T,N,F
8657810,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657825,Hispanic,H,M,F,English,F,F,T,N,F
8657828,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657831,Hispanic,H,F,F,English,F,T,T,N,F
8657834,Hispanic,H,F,F,Spanish,T,F,T,N,F
8657837,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657840,Hispanic,H,F,T,Spanish,F,F,T,N,T
8657843,Hispanic,H,F,F,English,T,F,F,N,F
8657849,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657852,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657855,Hispanic,H,M,T,Spanish,T,F,T,N,F
8657858,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657864,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657870,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657873,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657876,Hispanic,H,M,T,Spanish,T,F,T,N,F
8657882,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657885,Hispanic,H,M,F,English,F,T,T,N,F
8657897,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657900,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657903,White,N,F,T,Spanish,F,F,T,N,F
8657912,Black or African American,N,M,F,English,F,F,T,N,F
8657915,Hispanic,H,M,T,Spanish,F,F,T,N,T
8657921,Hispanic,H,M,F,English,F,F,F,N,F
8657924,Hispanic,H,M,F,Spanish,F,T,T,N,F
8657930,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657933,Hispanic,H,M,T,Spanish,F,T,T,N,F
8657936,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657939,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657942,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657945,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657948,Hispanic,H,F,F,English,F,F,T,N,F
8657957,Black or African American,N,F,F,English,F,F,T,N,F
8657963,Hispanic,H,M,F,English,F,F,T,N,F
8657966,Hispanic,H,F,T,Spanish,F,T,F,N,F
8657969,Hispanic,H,F,F,English,F,F,F,N,F
8657972,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657975,Hispanic,H,M,T,Spanish,F,F,T,N,F
8657978,Hispanic,H,F,F,English,F,F,T,N,F
8657981,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657987,Hispanic,H,F,F,English,F,F,T,N,F
8657993,Hispanic,H,F,T,Spanish,F,F,T,N,F
8657996,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658002,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658005,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658008,Hispanic,H,M,T,Spanish,F,T,F,N,F
8658011,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658014,Hispanic,H,M,T,Spanish,T,T,T,N,F
8658017,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658026,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658035,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658038,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658041,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658047,M Multi-Racial,N,F,F,English,F,F,T,N,F
8658050,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658053,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658056,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658059,Black or African American,N,F,F,English,F,F,T,N,F
8658065,Hispanic,H,F,T,Spanish,F,F,F,N,F
8658071,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658074,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658080,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658083,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658104,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658110,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658113,Hispanic,H,F,F,Spanish,F,T,F,N,F
8658119,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658128,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658134,Hispanic,H,F,F,English,F,F,T,N,F
8658137,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658143,Hispanic,H,M,T,Spanish,F,F,F,N,F
8658149,Hispanic,H,F,F,Spanish,F,T,T,N,F
8658152,Hispanic,H,M,F,English,F,F,T,N,F
8658155,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658161,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658164,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658179,Hispanic,H,F,F,English,F,F,T,N,F
8658182,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658197,Hispanic,H,F,F,English,F,F,T,N,F
8658203,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658209,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658212,Hispanic,H,M,F,English,F,F,F,N,F
8658218,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658221,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658227,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658233,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658242,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658248,Hispanic,H,F,F,Spanish,F,F,T,N,F
8658251,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658254,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658257,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658263,Hispanic,H,F,F,English,F,F,T,N,F
8658266,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658269,Hispanic,H,M,T,Spanish,F,F,T,N,T
8658272,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658275,Hispanic,H,M,T,Spanish,T,F,T,N,F
8658278,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658281,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658290,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658296,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658302,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658305,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658311,Hispanic,H,F,F,English,F,F,T,N,F
8658314,Hispanic,H,F,F,Spanish,F,T,T,N,F
8658317,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658320,Hispanic,H,F,F,English,F,F,T,N,F
8658323,Hispanic,H,M,T,Spanish,T,F,T,N,F
8658329,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658332,Hispanic,H,M,T,Spanish,T,F,T,N,F
8658335,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658338,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658341,Hispanic,H,F,F,English,F,T,T,N,F
8658344,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658350,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658353,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658359,Hispanic,H,M,T,English,F,F,T,N,F
8658362,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658365,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658371,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658380,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658383,Hispanic,H,F,F,English,F,F,T,N,F
8658389,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658392,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658395,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658401,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658407,Hispanic,H,M,T,Spanish,F,T,F,N,F
8658410,Hispanic,H,F,F,English,F,T,T,N,F
8658416,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658422,Hispanic,H,M,F,English,T,F,F,N,F
8658425,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658428,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658431,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658437,Hispanic,H,F,F,English,F,F,T,N,F
8658440,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658443,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658446,Hispanic,H,M,T,Spanish,F,F,F,N,F
8658452,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658455,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658458,Hispanic,H,M,T,Spanish,T,F,T,N,F
8658476,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658479,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658485,Black or African American,N,F,F,English,F,F,T,N,F
8658491,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658497,Hispanic,H,F,F,English,F,F,F,N,F
8658503,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658512,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658518,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658521,Black or African American,N,F,F,English,F,F,T,N,F
8658524,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658527,Black or African American,N,F,F,English,F,F,T,N,F
8658530,Hispanic,H,F,T,English,F,T,T,N,F
8658533,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658542,Black or African American,N,M,F,English,F,F,T,N,F
8658548,Hispanic,H,F,F,English,F,F,T,N,F
8658551,Hispanic,H,F,F,English,F,F,T,N,F
8658557,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658560,Black or African American,N,F,F,English,F,F,T,N,F
8658563,Hispanic,H,F,T,Spanish,F,T,F,N,F
8658569,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658572,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658575,Hispanic,H,F,F,English,F,F,F,N,F
8658581,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658584,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658590,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658593,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658599,Hispanic,H,M,F,English,F,F,T,N,F
8658602,Hispanic,H,M,F,English,F,F,T,N,F
8658605,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658608,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658611,Hispanic,H,M,F,Spanish,F,F,T,N,F
8658614,Hispanic,H,F,T,Spanish,F,F,F,N,F
8658626,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658629,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658635,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658638,Hispanic,H,M,F,English,F,F,T,N,F
8658641,Black or African American,N,F,F,English,F,F,T,N,F
8658656,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658659,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658668,Hispanic,H,M,F,Spanish,F,F,T,N,F
8658674,Hispanic,H,M,F,English,T,T,T,N,F
8658677,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658686,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658692,Hispanic,H,F,F,Spanish,F,F,T,N,F
8658695,Hispanic,H,F,F,English,F,F,T,N,F
8658698,Hispanic,H,M,T,Spanish,T,F,T,N,F
8658701,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658704,Hispanic,H,F,F,English,F,F,T,N,F
8658707,Hispanic,H,M,F,English,F,F,T,N,F
8658710,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658713,Hispanic,H,M,T,English,F,F,T,N,F
8658716,Hispanic,H,M,F,English,F,F,T,N,F
8658722,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658731,Hispanic,H,M,F,English,T,F,T,N,F
8658734,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658737,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658743,Hispanic,H,M,F,Spanish,F,F,T,N,F
8658746,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658749,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658755,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658758,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658764,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658767,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658770,Hispanic,H,F,F,English,F,F,T,N,F
8658776,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658779,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658782,Hispanic,H,M,T,Spanish,T,F,T,N,T
8658788,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658791,Black or African American,N,F,F,English,F,F,F,N,F
8658797,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658803,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658806,Hispanic,H,M,F,English,F,F,T,N,F
8658809,Hispanic,H,F,F,English,F,F,T,N,F
8658812,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658815,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658818,Hispanic,H,F,F,English,F,F,T,N,F
8658821,Hispanic,H,F,F,Spanish,F,F,T,N,F
8658824,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658827,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658830,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658833,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658836,Hispanic,H,F,F,Spanish,F,F,T,N,F
8658842,Hispanic,H,M,F,English,F,T,T,N,F
8658845,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658848,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658851,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658857,Hispanic,H,M,T,Spanish,F,F,F,N,F
8658866,Black or African American,N,F,F,English,F,F,T,N,F
8658872,M Multi-Racial,N,F,T,Hindi,F,T,T,N,F
8658878,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658881,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658884,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658887,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658893,Hispanic,H,M,F,English,F,F,T,N,F
8658896,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658899,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658905,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658908,Hispanic,H,F,F,Spanish,F,F,T,N,F
8658911,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658914,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658917,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658920,Hispanic,H,M,T,Spanish,F,T,T,N,F
8658929,Hispanic,H,M,T,Spanish,T,F,T,N,T
8658932,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658935,Black or African American,N,M,F,English,F,F,T,N,F
8658938,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658944,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658953,Black or African American,N,F,F,English,F,T,T,N,F
8658956,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658962,Hispanic,H,M,F,English,F,F,T,N,F
8658965,Hispanic,H,M,F,English,F,F,T,N,F
8658971,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658974,Hispanic,H,F,T,Spanish,F,T,T,N,F
8658983,Hispanic,H,M,F,English,F,F,T,N,F
8658986,Hispanic,H,F,T,Spanish,F,T,F,N,F
8658989,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658992,Hispanic,H,F,T,Spanish,F,F,T,N,F
8658995,Hispanic,H,M,T,Spanish,F,F,T,N,F
8658998,Hispanic,H,F,F,English,F,F,T,N,F
8659001,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659007,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659010,M Multi-Racial,N,M,T,Chinese,F,T,F,N,F
8659013,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659016,Hispanic,H,F,T,Spanish,F,T,F,N,F
8659022,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659025,Hispanic,H,M,F,English,F,F,T,N,F
8659028,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659031,Hispanic,H,F,T,Spanish,F,F,F,N,F
8659037,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659040,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659043,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659049,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659055,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659058,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659064,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659067,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659070,Hispanic,H,F,F,English,F,F,T,N,F
8659073,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659082,Hispanic,H,F,F,English,F,F,T,N,F
8659085,Hispanic,H,M,T,Spanish,T,F,T,N,F
8659088,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659094,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659100,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659106,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659112,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659115,M Multi-Racial,N,F,T,Spanish,F,T,T,N,F
8659118,Hispanic,H,F,T,Spanish,T,F,T,N,F
8659124,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659130,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659133,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659136,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659145,Hispanic,H,F,F,English,F,F,F,N,F
8659148,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659151,Hispanic,H,M,T,Spanish,T,F,T,N,F
8659160,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659163,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659166,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659169,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659172,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659175,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659178,Hispanic,H,F,F,English,F,F,F,N,F
8659181,Hispanic,H,F,F,English,F,F,T,N,F
8659187,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659190,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659193,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659196,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659199,Hispanic,H,F,F,Spanish,F,T,F,N,F
8659202,Hispanic,H,M,F,Spanish,F,T,T,N,F
8659205,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659208,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659211,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659217,Black or African American,N,M,F,English,F,F,F,N,F
8659220,Hispanic,H,M,F,English,F,F,T,N,F
8659226,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659232,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659235,Hispanic,H,M,F,English,F,F,T,N,F
8659238,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659244,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659247,Hispanic,H,F,F,Spanish,F,F,T,N,F
8659253,Hispanic,H,M,F,English,F,T,T,N,F
8659256,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659259,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659262,Hispanic,H,M,F,English,F,F,T,N,F
8659265,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659268,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659280,Asian,N,M,T,Vietnamese,F,T,T,N,F
8659283,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659289,Hispanic,H,F,F,English,T,F,T,N,F
8659292,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659298,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659301,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659307,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659319,Hispanic,H,M,F,English,F,F,T,N,F
8659325,Hispanic,H,M,T,Spanish,T,F,T,N,F
8659331,Hispanic,H,F,F,English,F,F,T,N,F
8659334,Hispanic,H,M,F,English,F,F,T,N,F
8659343,Hispanic,H,F,F,English,F,F,T,N,F
8659346,Hispanic,H,F,T,Spanish,F,F,F,N,F
8659352,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659355,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659361,Hispanic,H,F,T,Spanish,F,T,F,N,F
8659367,Hispanic,H,F,F,English,F,F,T,N,F
8659370,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659373,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659376,Black or African American,N,F,F,English,F,T,T,N,F
8659379,Hispanic,H,M,T,Spanish,F,T,T,N,F
8659382,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659385,Black or African American,N,F,F,English,F,F,T,N,F
8659388,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659391,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659394,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659397,Hispanic,H,F,T,Spanish,F,F,T,N,T
8659400,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659406,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659409,Hispanic,H,M,T,Spanish,F,F,F,N,F
8659418,M Multi-Racial,N,M,F,English,F,T,T,N,F
8659421,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659424,Hispanic,H,M,F,English,F,F,T,N,F
8659433,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659445,Hispanic,H,M,F,Spanish,F,F,T,N,F
8659448,Hispanic,H,F,T,Spanish,F,T,T,N,F
8659457,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659460,Hispanic,H,F,F,English,F,F,F,N,F
8659466,Hispanic,H,F,T,Spanish,F,F,T,N,F
8659475,Hispanic,H,F,F,English,F,F,T,N,F
8659481,Hispanic,H,M,T,Spanish,F,F,T,N,F
8659484,Hispanic,H,M,T,Spanish,T,F,T,N,F
8659487,Hispanic,H,M,T,Spanish,F,F,T,N,F
